experiment_id,task_id,goal_description,achieved,weight
2025-08-13_09-41-46_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall,Webmall_Best_Fit_Specific_Task8_17,answer1,False,0.06666666666666667
2025-08-13_09-41-46_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall,Webmall_Best_Fit_Specific_Task8_17,answer2,False,0.06666666666666667
2025-08-13_09-41-46_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall,Webmall_Best_Fit_Specific_Task8_17,answer3,False,0.06666666666666667
2025-08-13_09-41-46_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall,Webmall_Best_Fit_Specific_Task8_17,answer4,False,0.06666666666666667
2025-08-13_09-41-46_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall,Webmall_Best_Fit_Specific_Task8_17,answer5,False,0.06666666666666667
2025-08-13_09-41-46_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall,Webmall_Best_Fit_Specific_Task8_17,answer6,False,0.06666666666666667
2025-08-13_09-41-46_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall,Webmall_Best_Fit_Specific_Task8_17,answer7,False,0.06666666666666667
2025-08-13_09-41-46_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall,Webmall_Best_Fit_Specific_Task8_17,answer8,False,0.06666666666666667
2025-08-13_09-41-46_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall,Webmall_Best_Fit_Specific_Task8_17,answer9,False,0.06666666666666667
2025-08-13_09-41-46_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall,Webmall_Best_Fit_Specific_Task8_17,answer10,False,0.06666666666666667
2025-08-13_09-41-46_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall,Webmall_Best_Fit_Specific_Task8_17,answer11,False,0.06666666666666667
2025-08-13_09-41-46_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall,Webmall_Best_Fit_Specific_Task8_17,answer12,False,0.06666666666666667
2025-08-13_09-41-46_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall,Webmall_Best_Fit_Specific_Task8_17,visit_product_xcase.co.uk_150,False,0.025
2025-08-13_09-41-46_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall,Webmall_Best_Fit_Specific_Task8_17,visit_product_xcase.co.uk_597,False,0.025
2025-08-13_09-41-46_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall,Webmall_Best_Fit_Specific_Task8_17,visit_product_xcase.co.uk_1062,False,0.025
2025-08-13_09-41-46_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall,Webmall_Best_Fit_Specific_Task8_17,visit_product_kovendor.co.uk_448,False,0.025
2025-08-13_09-41-46_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall,Webmall_Best_Fit_Specific_Task8_17,visit_product_kovendor.co.uk_635,False,0.025
2025-08-13_09-41-46_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall,Webmall_Best_Fit_Specific_Task8_17,visit_product_rog.co.uk_130,False,0.025
2025-08-13_09-41-46_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall,Webmall_Best_Fit_Specific_Task8_17,visit_product_rog.co.uk_136,False,0.025
2025-08-13_09-41-46_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall,Webmall_Best_Fit_Specific_Task8_17,visit_product_rog.co.uk_222,False,0.025
