env.task_name,agent.agent_name,env.benchmark,index,exp_dir,agent.chat_model.model_name,agent.chat_model.max_total_tokens,agent.chat_model.max_input_tokens,agent.chat_model.max_new_tokens,agent.chat_model.temperature,agent.chat_model.vision_support,agent.chat_model.log_probs,agent.flags.obs.use_html,agent.flags.obs.use_ax_tree,agent.flags.obs.use_tabs,agent.flags.obs.use_focused_element,agent.flags.obs.use_error_logs,agent.flags.obs.use_history,agent.flags.obs.use_past_error_logs,agent.flags.obs.use_action_history,agent.flags.obs.use_think_history,agent.flags.obs.use_diff,agent.flags.obs.html_type,agent.flags.obs.use_screenshot,agent.flags.obs.use_som,agent.flags.obs.extract_visible_tag,agent.flags.obs.extract_clickable_tag,agent.flags.obs.extract_coords,agent.flags.obs.filter_visible_elements_only,agent.flags.obs.openai_vision_detail,agent.flags.obs.filter_with_bid_only,agent.flags.obs.filter_som_only,agent.flags.action.action_set.subsets,agent.flags.action.action_set.multiaction,agent.flags.action.action_set.strict,agent.flags.action.action_set.retry_with_force,agent.flags.action.action_set.demo_mode,agent.flags.action.long_description,agent.flags.action.individual_examples,agent.flags.action.multi_actions,agent.flags.action.is_strict,agent.flags.use_plan,agent.flags.use_criticise,agent.flags.use_thinking,agent.flags.use_memory,agent.flags.use_concrete_example,agent.flags.use_abstract_example,agent.flags.use_hints,agent.flags.enable_chat,agent.flags.max_prompt_tokens,agent.flags.be_cautious,agent.flags.extra_instructions,agent.flags.add_missparsed_messages,agent.flags.max_trunc_itr,agent.flags.flag_group,agent.max_retry,env.task_seed,env.max_steps,env.headless,env.record_video,env.wait_for_user_message,env.viewport,env.slow_mo,env.storage_state,env.task_kwargs,exp_name,enable_debug,err_msg,stack_trace,order,logging_level,logging_level_stdout,exp_id,depends_on,save_screenshot,save_som,n_steps,cum_reward,cum_raw_reward,stats.cum_steps,stats.cum_n_token_goal,stats.max_n_token_goal,stats.cum_n_token_url,stats.max_n_token_url,stats.cum_n_token_focused_element_bid,stats.max_n_token_focused_element_bid,stats.cum_n_token_last_action,stats.max_n_token_last_action,stats.cum_n_token_last_action_error,stats.max_n_token_last_action_error,stats.cum_n_token_dom_txt,stats.max_n_token_dom_txt,stats.cum_n_token_axtree_txt,stats.max_n_token_axtree_txt,stats.cum_n_token_pruned_html,stats.max_n_token_pruned_html,stats.cum_n_retry_llm,stats.max_n_retry_llm,stats.cum_n_retry,stats.max_n_retry,stats.cum_busted_retry,stats.max_busted_retry,stats.cum_input_tokens,stats.max_input_tokens,stats.cum_output_tokens,stats.max_output_tokens,stats.cum_cost,stats.max_cost,stats.cum_n_token_agent_messages,stats.max_n_token_agent_messages,stats.cum_step_elapsed,stats.max_step_elapsed,stats.cum_agent_elapsed,stats.max_agent_elapsed,terminated,truncated,err_key
webmall.Webmall_Add_To_Cart_Task1,GenericAgent-gpt-4.1-2025-04-14,webmall,0,/mnt/c/Avani/Master_Thesis_Webmall/WebMall/task_result/2025-07-22_13-21-09_genericagent-gpt-4-1-2025-04-14-on-webmall-basic-v0-7-ax/2025-07-22_13-21-13_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Add_To_Cart_Task1_8,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,False,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,8,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Add_To_Cart_Task1_8,True,,,33,10,20,93a40483-2ce3-4f90-867a-919fcecc3ebc,(),True,False,17,1.0,0,18,6902,406,416,56,17,1,277,96,89,41,704729,141523,54855,6886,278605,29799,17,1,0.0,0.0,0,0,89384,8948,1817,322,0.193304,0.018528,91518,9070,137.3960316181183,11.500789403915405,43.01134490966797,4.644778728485107,True,False,
webmall.Webmall_Add_To_Cart_Task2,GenericAgent-gpt-4.1-2025-04-14,webmall,1,/mnt/c/Avani/Master_Thesis_Webmall/WebMall/task_result/2025-07-22_13-21-09_genericagent-gpt-4-1-2025-04-14-on-webmall-basic-v0-7-ax/2025-07-22_13-21-13_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Add_To_Cart_Task2_25,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,False,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,25,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Add_To_Cart_Task2_25,True,,,34,10,20,bc0e66e6-f4cf-40bd-87e1-b802850d755a,(),True,False,15,0.9,0,16,6165,411,377,56,15,1,295,118,96,24,668336,141489,47296,6898,235562,29786,15,1,0.0,0.0,0,0,77343,8838,1792,325,0.169022,0.018268,79444,8955,118.29888820648193,11.204223394393921,46.33064842224121,5.126214981079102,True,False,
webmall.Webmall_Add_To_Cart_Task3,GenericAgent-gpt-4.1-2025-04-14,webmall,2,/mnt/c/Avani/Master_Thesis_Webmall/WebMall/task_result/2025-07-22_13-21-09_genericagent-gpt-4-1-2025-04-14-on-webmall-basic-v0-7-ax/2025-07-22_13-21-13_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Add_To_Cart_Task3_1,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,False,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,1,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Add_To_Cart_Task3_1,True,,,35,10,20,e9ab16ec-7d20-484a-850c-2cb75bb78093,(),True,False,17,0.9,0,18,6817,401,434,60,17,1,176,17,89,41,611725,58968,54455,6880,274334,29796,17,1,0.0,0.0,0,0,90059,9028,1729,188,0.19394999999999998,0.018591999999999997,92070,9136,130.03892183303833,11.593669176101685,56.13090419769287,10.843692064285278,True,False,
webmall.Webmall_Add_To_Cart_Task4,GenericAgent-gpt-4.1-2025-04-14,webmall,3,/mnt/c/Avani/Master_Thesis_Webmall/WebMall/task_result/2025-07-22_13-21-09_genericagent-gpt-4-1-2025-04-14-on-webmall-basic-v0-7-ax/2025-07-22_13-21-13_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Add_To_Cart_Task4_19,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,False,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,19,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Add_To_Cart_Task4_19,True,,,36,10,20,08397979-ea53-4cee-b751-5d1a8994d81b,(),True,False,20,1.0,0,21,8160,408,538,72,20,1,336,150,96,24,664651,66243,55948,6882,286569,29797,20,1,0.0,0.0,0,0,104008,9394,2318,409,0.22656,0.019324,106741,9509,164.16525769233704,11.223029851913452,62.12453818321228,11.544459819793701,True,False,
webmall.Webmall_Add_To_Cart_Task5,GenericAgent-gpt-4.1-2025-04-14,webmall,4,/mnt/c/Avani/Master_Thesis_Webmall/WebMall/task_result/2025-07-22_13-21-09_genericagent-gpt-4-1-2025-04-14-on-webmall-basic-v0-7-ax/2025-07-22_13-21-13_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Add_To_Cart_Task5_27,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,False,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,27,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Add_To_Cart_Task5_27,True,,,37,10,20,37ae9f12-fbc8-4df1-9ff9-cf670513432e,(),True,False,17,1.0,0,18,6868,404,472,58,17,1,297,120,89,41,626990,58954,55013,6884,283604,29798,17,1,0.0,0.0,0,0,90965,9020,1954,337,0.197562,0.018600000000000002,93537,9152,126.43301296234131,11.586301565170288,48.54478740692139,6.619301080703735,True,False,
webmall.Webmall_Add_To_Cart_Task6,GenericAgent-gpt-4.1-2025-04-14,webmall,5,/mnt/c/Avani/Master_Thesis_Webmall/WebMall/task_result/2025-07-22_13-21-09_genericagent-gpt-4-1-2025-04-14-on-webmall-basic-v0-7-ax/2025-07-22_13-21-13_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Add_To_Cart_Task6_6,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,False,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,6,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Add_To_Cart_Task6_6,True,,,38,10,20,0bb5837a-a238-48dd-8350-461bc44bc5e1,(),True,False,15,0.0,0,16,6180,412,351,48,15,1,200,23,65,41,523224,58965,44986,6896,236100,29808,15,1,0.0,0.0,0,0,74548,8929,1494,150,0.161048,0.018458,76559,9065,120.16328501701355,11.326889753341675,53.207767724990845,18.936694860458374,True,False,
webmall.Webmall_Add_To_Cart_Task7,GenericAgent-gpt-4.1-2025-04-14,webmall,6,/mnt/c/Avani/Master_Thesis_Webmall/WebMall/task_result/2025-07-22_13-21-09_genericagent-gpt-4-1-2025-04-14-on-webmall-basic-v0-7-ax/2025-07-22_13-21-13_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Add_To_Cart_Task7_7,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,False,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,7,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Add_To_Cart_Task7_7,True,,,39,10,20,842efa32-769d-4c7d-b1d0-2d185dcc8363,(),True,False,17,0.8,0,18,6834,402,375,37,17,1,172,17,24,24,617420,58941,49156,6878,258332,29795,17,1,0.0,0.0,0,0,82438,8978,1506,124,0.176924,0.018462,84245,9083,99.84277963638306,11.534435749053955,48.037954807281494,8.237626791000366,True,False,
webmall.Webmall_Best_Fit_Specific_Task1,GenericAgent-gpt-4.1-2025-04-14,webmall,9,/mnt/c/Avani/Master_Thesis_Webmall/WebMall/task_result/2025-07-22_13-21-09_genericagent-gpt-4-1-2025-04-14-on-webmall-basic-v0-7-ax/2025-07-22_13-21-13_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Best_Fit_Specific_Task1_27,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,False,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,27,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Best_Fit_Specific_Task1_27,True,,,22,10,20,c768e508-71da-4db1-8d80-4e746c799fe3,(),True,False,25,0.4,0,26,9650,386,651,55,25,1,264,40,65,41,819195,58938,79140,6851,385514,29791,25,1,0.0,0.0,0,0,140230,8818,2585,150,0.30114,0.018292,144424,8940,171.86295866966248,11.064530849456787,89.53812861442566,9.254490613937378,True,False,
webmall.Webmall_Best_Fit_Specific_Task10,GenericAgent-gpt-4.1-2025-04-14,webmall,7,/mnt/c/Avani/Master_Thesis_Webmall/WebMall/task_result/2025-07-22_13-21-09_genericagent-gpt-4-1-2025-04-14-on-webmall-basic-v0-7-ax/2025-07-22_13-21-13_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Best_Fit_Specific_Task10_24,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,False,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,24,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Best_Fit_Specific_Task10_24,True,,,31,10,20,55411c80-6478-4973-b7c3-308167a2caba,(),True,False,24,1.0,0,25,9744,406,572,66,24,1,301,134,154,41,1144679,78317,119057,7926,611072,42979,24,1,0.0,0.0,0,0,188732,11346,3554,364,0.40589600000000003,0.023566,193212,11484,179.1518497467041,11.169752359390259,174.7337076663971,23.32102608680725,True,False,
webmall.Webmall_Best_Fit_Specific_Task11,GenericAgent-gpt-4.1-2025-04-14,webmall,8,/mnt/c/Avani/Master_Thesis_Webmall/WebMall/task_result/2025-07-22_13-21-09_genericagent-gpt-4-1-2025-04-14-on-webmall-basic-v0-7-ax/2025-07-22_13-21-13_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Best_Fit_Specific_Task11_13,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,False,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,13,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Best_Fit_Specific_Task11_13,True,,,32,10,20,95f58398-4362-4d24-9546-72f323170a09,(),True,False,40,0.0,0,41,15720,393,1553,61,40,1,369,96,168,24,1535966,73856,161548,7480,775029,38834,40,1,0.0,0.0,0,0,299673,12711,4373,195,0.6343300000000001,0.026662,305096,12894,267.3274645805359,10.18949556350708,286.84746170043945,16.85023546218872,True,False,
