experiment_id,task_id,goal_description,achieved,weight
2025-08-06_14-45-57_GenericAgent-gpt-4,1-mini-2025-04-14_on_webmall,answer1,False,0.07272727272727274
2025-08-06_14-45-57_GenericAgent-gpt-4,1-mini-2025-04-14_on_webmall,answer2,False,0.07272727272727274
2025-08-06_14-45-57_GenericAgent-gpt-4,1-mini-2025-04-14_on_webmall,answer3,False,0.07272727272727274
2025-08-06_14-45-57_GenericAgent-gpt-4,1-mini-2025-04-14_on_webmall,answer4,False,0.07272727272727274
2025-08-06_14-45-57_GenericAgent-gpt-4,1-mini-2025-04-14_on_webmall,answer5,False,0.07272727272727274
2025-08-06_14-45-57_GenericAgent-gpt-4,1-mini-2025-04-14_on_webmall,answer6,False,0.07272727272727274
2025-08-06_14-45-57_GenericAgent-gpt-4,1-mini-2025-04-14_on_webmall,answer7,False,0.07272727272727274
2025-08-06_14-45-57_GenericAgent-gpt-4,1-mini-2025-04-14_on_webmall,answer8,False,0.07272727272727274
2025-08-06_14-45-57_GenericAgent-gpt-4,1-mini-2025-04-14_on_webmall,answer9,False,0.07272727272727274
2025-08-06_14-45-57_GenericAgent-gpt-4,1-mini-2025-04-14_on_webmall,answer10,False,0.07272727272727274
2025-08-06_14-45-57_GenericAgent-gpt-4,1-mini-2025-04-14_on_webmall,answer11,False,0.07272727272727274
2025-08-06_14-45-57_GenericAgent-gpt-4,1-mini-2025-04-14_on_webmall,visit_product_xcase.co.uk_774,True,0.018181818181818184
2025-08-06_14-45-57_GenericAgent-gpt-4,1-mini-2025-04-14_on_webmall,visit_product_xcase.co.uk_856,True,0.018181818181818184
2025-08-06_14-45-57_GenericAgent-gpt-4,1-mini-2025-04-14_on_webmall,visit_product_xcase.co.uk_965,True,0.018181818181818184
2025-08-06_14-45-57_GenericAgent-gpt-4,1-mini-2025-04-14_on_webmall,visit_product_xcase.co.uk_974,False,0.018181818181818184
2025-08-06_14-45-57_GenericAgent-gpt-4,1-mini-2025-04-14_on_webmall,visit_product_kovendor.co.uk_159,False,0.018181818181818184
2025-08-06_14-45-57_GenericAgent-gpt-4,1-mini-2025-04-14_on_webmall,visit_product_kovendor.co.uk_160,False,0.018181818181818184
2025-08-06_14-45-57_GenericAgent-gpt-4,1-mini-2025-04-14_on_webmall,visit_product_kovendor.co.uk_303,False,0.018181818181818184
2025-08-06_14-45-57_GenericAgent-gpt-4,1-mini-2025-04-14_on_webmall,visit_product_kovendor.co.uk_307,False,0.018181818181818184
2025-08-06_14-45-57_GenericAgent-gpt-4,1-mini-2025-04-14_on_webmall,visit_product_kovendor.co.uk_643,False,0.018181818181818184
2025-08-06_14-45-57_GenericAgent-gpt-4,1-mini-2025-04-14_on_webmall,visit_product_kovendor.co.uk_650,False,0.018181818181818184
2025-08-06_14-45-57_GenericAgent-gpt-4,1-mini-2025-04-14_on_webmall,visit_product_kovendor.co.uk_666,False,0.018181818181818184
