experiment_id,task_id,goal_description,achieved,weight
2025-08-12_10-36-45_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall,Webmall_Best_Fit_Specific_Task4_2,answer1,False,0.07272727272727274
2025-08-12_10-36-45_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall,Webmall_Best_Fit_Specific_Task4_2,answer2,False,0.07272727272727274
2025-08-12_10-36-45_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall,Webmall_Best_Fit_Specific_Task4_2,answer3,False,0.07272727272727274
2025-08-12_10-36-45_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall,Webmall_Best_Fit_Specific_Task4_2,answer4,False,0.07272727272727274
2025-08-12_10-36-45_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall,Webmall_Best_Fit_Specific_Task4_2,answer5,False,0.07272727272727274
2025-08-12_10-36-45_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall,Webmall_Best_Fit_Specific_Task4_2,answer6,False,0.07272727272727274
2025-08-12_10-36-45_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall,Webmall_Best_Fit_Specific_Task4_2,answer7,False,0.07272727272727274
2025-08-12_10-36-45_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall,Webmall_Best_Fit_Specific_Task4_2,answer8,False,0.07272727272727274
2025-08-12_10-36-45_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall,Webmall_Best_Fit_Specific_Task4_2,answer9,False,0.07272727272727274
2025-08-12_10-36-45_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall,Webmall_Best_Fit_Specific_Task4_2,answer10,False,0.07272727272727274
2025-08-12_10-36-45_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall,Webmall_Best_Fit_Specific_Task4_2,answer11,False,0.07272727272727274
2025-08-12_10-36-45_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall,Webmall_Best_Fit_Specific_Task4_2,visit_product_xcase.co.uk_516,False,0.018181818181818184
2025-08-12_10-36-45_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall,Webmall_Best_Fit_Specific_Task4_2,visit_product_memorysmithcomputing.uk_38,False,0.018181818181818184
2025-08-12_10-36-45_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall,Webmall_Best_Fit_Specific_Task4_2,visit_product_memorysmithcomputing.uk_50,False,0.018181818181818184
2025-08-12_10-36-45_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall,Webmall_Best_Fit_Specific_Task4_2,visit_product_memorysmithcomputing.uk_172,False,0.018181818181818184
2025-08-12_10-36-45_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall,Webmall_Best_Fit_Specific_Task4_2,visit_product_memorysmithcomputing.uk_371,False,0.018181818181818184
2025-08-12_10-36-45_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall,Webmall_Best_Fit_Specific_Task4_2,visit_product_memorysmithcomputing.uk_411,False,0.018181818181818184
2025-08-12_10-36-45_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall,Webmall_Best_Fit_Specific_Task4_2,visit_product_kovendor.co.uk_128,False,0.018181818181818184
2025-08-12_10-36-45_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall,Webmall_Best_Fit_Specific_Task4_2,visit_product_kovendor.co.uk_164,False,0.018181818181818184
2025-08-12_10-36-45_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall,Webmall_Best_Fit_Specific_Task4_2,visit_product_kovendor.co.uk_212,False,0.018181818181818184
2025-08-12_10-36-45_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall,Webmall_Best_Fit_Specific_Task4_2,visit_product_kovendor.co.uk_369,False,0.018181818181818184
2025-08-12_10-36-45_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall,Webmall_Best_Fit_Specific_Task4_2,visit_product_rog.co.uk_129,False,0.018181818181818184
