env.task_name,agent.agent_name,env.benchmark,index,exp_dir,agent.chat_model.model_name,agent.chat_model.max_total_tokens,agent.chat_model.max_input_tokens,agent.chat_model.max_new_tokens,agent.chat_model.temperature,agent.chat_model.vision_support,agent.chat_model.log_probs,agent.flags.obs.use_html,agent.flags.obs.use_ax_tree,agent.flags.obs.use_tabs,agent.flags.obs.use_focused_element,agent.flags.obs.use_error_logs,agent.flags.obs.use_history,agent.flags.obs.use_past_error_logs,agent.flags.obs.use_action_history,agent.flags.obs.use_think_history,agent.flags.obs.use_diff,agent.flags.obs.html_type,agent.flags.obs.use_screenshot,agent.flags.obs.use_som,agent.flags.obs.extract_visible_tag,agent.flags.obs.extract_clickable_tag,agent.flags.obs.extract_coords,agent.flags.obs.filter_visible_elements_only,agent.flags.obs.openai_vision_detail,agent.flags.obs.filter_with_bid_only,agent.flags.obs.filter_som_only,agent.flags.action.action_set.subsets,agent.flags.action.action_set.multiaction,agent.flags.action.action_set.strict,agent.flags.action.action_set.retry_with_force,agent.flags.action.action_set.demo_mode,agent.flags.action.long_description,agent.flags.action.individual_examples,agent.flags.action.multi_actions,agent.flags.action.is_strict,agent.flags.use_plan,agent.flags.use_criticise,agent.flags.use_thinking,agent.flags.use_memory,agent.flags.use_concrete_example,agent.flags.use_abstract_example,agent.flags.use_hints,agent.flags.enable_chat,agent.flags.max_prompt_tokens,agent.flags.be_cautious,agent.flags.extra_instructions,agent.flags.add_missparsed_messages,agent.flags.max_trunc_itr,agent.flags.flag_group,agent.max_retry,env.task_seed,env.max_steps,env.headless,env.record_video,env.wait_for_user_message,env.viewport,env.slow_mo,env.storage_state,env.task_kwargs,exp_name,enable_debug,err_msg,stack_trace,order,logging_level,logging_level_stdout,exp_id,depends_on,save_screenshot,save_som,n_steps,cum_reward,cum_raw_reward,stats.cum_steps,stats.cum_n_token_goal,stats.max_n_token_goal,stats.cum_n_token_url,stats.max_n_token_url,stats.cum_n_token_focused_element_bid,stats.max_n_token_focused_element_bid,stats.cum_n_token_last_action,stats.max_n_token_last_action,stats.cum_n_token_last_action_error,stats.max_n_token_last_action_error,stats.cum_n_token_dom_txt,stats.max_n_token_dom_txt,stats.cum_n_token_axtree_txt,stats.max_n_token_axtree_txt,stats.cum_n_token_pruned_html,stats.max_n_token_pruned_html,stats.cum_n_retry_llm,stats.max_n_retry_llm,stats.cum_n_retry,stats.max_n_retry,stats.cum_busted_retry,stats.max_busted_retry,stats.cum_input_tokens,stats.max_input_tokens,stats.cum_output_tokens,stats.max_output_tokens,stats.cum_cost,stats.max_cost,stats.cum_n_token_agent_messages,stats.max_n_token_agent_messages,stats.cum_step_elapsed,stats.max_step_elapsed,stats.cum_agent_elapsed,stats.max_agent_elapsed,terminated,truncated,err_key
webmall.Webmall_Add_To_Cart_Task1,GenericAgent-gpt-4o-mini-2024-07-18,webmall,0,/mnt/c/Avani/Master_Thesis_Webmall/WebMall/task_result/2025-08-20_13-11-33_genericagent-gpt-4o-mini-2024-07-18-on-webmall-basic-v0-7-ax/2025-08-20_13-11-38_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall.Webmall_Add_To_Cart_Task1_8,gpt-4o-mini-2024-07-18,128000,128000,16384,0.1,True,False,True,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,8,50,True,False,False,,,,,GenericAgent-gpt-4o-mini-2024-07-18_on_webmall.Webmall_Add_To_Cart_Task1_8,True,,,33,10,20,30647e31-2ead-4ccb-a05a-b8c79a0b4661,(),True,False,17,1.0,0,18,6902,406,416,56,17,1,255,74,41,41,705281,141505,54589,6886,278245,29675,17,1,0.0,0.0,0,0,367508,36390,1456,158,0.0559998,0.0054987,367520,36241,137.51045060157776,12.160667896270752,55.97701692581177,5.806471109390259,True,False,
webmall.Webmall_Add_To_Cart_Task2,GenericAgent-gpt-4o-mini-2024-07-18,webmall,1,/mnt/c/Avani/Master_Thesis_Webmall/WebMall/task_result/2025-08-20_13-11-33_genericagent-gpt-4o-mini-2024-07-18-on-webmall-basic-v0-7-ax/2025-08-20_13-11-38_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall.Webmall_Add_To_Cart_Task2_25,gpt-4o-mini-2024-07-18,128000,128000,16384,0.1,True,False,True,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,25,50,True,False,False,,,,,GenericAgent-gpt-4o-mini-2024-07-18_on_webmall.Webmall_Add_To_Cart_Task2_25,True,,,34,10,20,665319ac-d09a-4211-b1f7-80bf13c21af2,(),True,False,50,0.9,0,51,20550,411,938,56,50,1,580,119,615,62,823035,141488,62789,6898,307987,29681,50,1,0.0,0.0,0,0,562576,36443,4950,286,0.0873564,0.00550845,566622,36297,331.98589968681335,25.68264651298523,170.76066136360168,11.762163162231445,False,True,
webmall.Webmall_Add_To_Cart_Task3,GenericAgent-gpt-4o-mini-2024-07-18,webmall,2,/mnt/c/Avani/Master_Thesis_Webmall/WebMall/task_result/2025-08-20_13-11-33_genericagent-gpt-4o-mini-2024-07-18-on-webmall-basic-v0-7-ax/2025-08-20_13-11-38_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall.Webmall_Add_To_Cart_Task3_1,gpt-4o-mini-2024-07-18,128000,128000,16384,0.1,True,False,True,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,1,50,True,False,False,,,,,GenericAgent-gpt-4o-mini-2024-07-18_on_webmall.Webmall_Add_To_Cart_Task3_1,True,,,35,10,20,40d12039-6aec-49d2-a820-56e3f9771c6a,(),True,False,22,1.0,0,23,8822,401,603,64,22,1,393,99,113,41,996322,157485,68299,6880,333134,29672,22,1,0.0,0.0,0,0,450916,36445,2130,266,0.06891539999999999,0.005502149999999999,451485,36287,192.6936480998993,23.94476628303528,82.48288917541504,10.541062593460083,True,False,
webmall.Webmall_Add_To_Cart_Task4,GenericAgent-gpt-4o-mini-2024-07-18,webmall,3,/mnt/c/Avani/Master_Thesis_Webmall/WebMall/task_result/2025-08-20_13-11-33_genericagent-gpt-4o-mini-2024-07-18-on-webmall-basic-v0-7-ax/2025-08-20_13-11-38_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall.Webmall_Add_To_Cart_Task4_19,gpt-4o-mini-2024-07-18,128000,128000,16384,0.1,True,False,True,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,19,50,True,False,False,,,,,GenericAgent-gpt-4o-mini-2024-07-18_on_webmall.Webmall_Add_To_Cart_Task4_19,True,,,36,10,20,be147ffa-e610-43f6-9196-bdd684a147d8,(),True,False,17,1.0,0,18,6936,408,545,72,17,1,226,37,120,24,661828,64832,54543,6890,283058,29677,17,1,0.0,0.0,0,0,372697,36494,1439,103,0.05676795,0.0055179,372985,36351,145.17016768455505,12.47958517074585,52.04559850692749,5.430668830871582,True,False,
webmall.Webmall_Add_To_Cart_Task5,GenericAgent-gpt-4o-mini-2024-07-18,webmall,4,/mnt/c/Avani/Master_Thesis_Webmall/WebMall/task_result/2025-08-20_13-11-33_genericagent-gpt-4o-mini-2024-07-18-on-webmall-basic-v0-7-ax/2025-08-20_13-11-38_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall.Webmall_Add_To_Cart_Task5_27,gpt-4o-mini-2024-07-18,128000,128000,16384,0.1,True,False,True,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,27,50,True,False,False,,,,,GenericAgent-gpt-4o-mini-2024-07-18_on_webmall.Webmall_Add_To_Cart_Task5_27,True,,,37,10,20,84d86bde-3816-4173-a8ca-b02a4ca05c38,(),True,False,50,1.0,0,51,20200,404,944,58,50,1,647,68,164,62,955836,58977,73387,6884,390017,29674,50,1,0.0,0.0,0,0,628820,36447,3821,138,0.0966156,0.005503049999999999,632482,36305,325.7906129360199,11.826001644134521,162.42770504951477,7.795281648635864,False,True,
webmall.Webmall_Add_To_Cart_Task6,GenericAgent-gpt-4o-mini-2024-07-18,webmall,5,/mnt/c/Avani/Master_Thesis_Webmall/WebMall/task_result/2025-08-20_13-11-33_genericagent-gpt-4o-mini-2024-07-18-on-webmall-basic-v0-7-ax/2025-08-20_13-11-38_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall.Webmall_Add_To_Cart_Task6_6,gpt-4o-mini-2024-07-18,128000,128000,16384,0.1,True,False,True,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,6,50,True,False,False,,,,,GenericAgent-gpt-4o-mini-2024-07-18_on_webmall.Webmall_Add_To_Cart_Task6_6,True,,,38,10,20,71a1a1bb-6c0b-4ad7-856d-523b74f921ed,(),True,False,17,1.0,0,18,7004,412,492,57,17,1,279,70,113,41,630454,58944,56609,6898,286017,29685,17,1,0.0,0.0,0,0,377819,36521,1504,155,0.05757525,0.00552015,378327,36386,144.03486037254333,12.065452814102173,50.54890584945679,5.448849439620972,True,False,
webmall.Webmall_Add_To_Cart_Task7,GenericAgent-gpt-4o-mini-2024-07-18,webmall,6,/mnt/c/Avani/Master_Thesis_Webmall/WebMall/task_result/2025-08-20_13-11-33_genericagent-gpt-4o-mini-2024-07-18-on-webmall-basic-v0-7-ax/2025-08-20_13-11-38_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall.Webmall_Add_To_Cart_Task7_7,gpt-4o-mini-2024-07-18,128000,128000,16384,0.1,True,False,True,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,7,50,True,False,False,,,,,GenericAgent-gpt-4o-mini-2024-07-18_on_webmall.Webmall_Add_To_Cart_Task7_7,True,,,39,10,20,bda05bd9-4ff7-41e8-9d3a-8afaad0e805c,(),True,False,17,0.8,0,18,6834,402,375,37,17,1,227,62,65,41,618007,58961,49186,6878,258185,29671,17,1,0.0,0.0,0,0,341149,36530,1416,147,0.05202195,0.0055143,341437,36371,137.75298070907593,13.575447797775269,56.210144996643066,5.72954535484314,True,False,
webmall.Webmall_Best_Fit_Specific_Task1,GenericAgent-gpt-4o-mini-2024-07-18,webmall,9,/mnt/c/Avani/Master_Thesis_Webmall/WebMall/task_result/2025-08-20_13-11-33_genericagent-gpt-4o-mini-2024-07-18-on-webmall-basic-v0-7-ax/2025-08-20_13-11-38_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall.Webmall_Best_Fit_Specific_Task1_27,gpt-4o-mini-2024-07-18,128000,128000,16384,0.1,True,False,True,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,27,50,True,False,False,,,,,GenericAgent-gpt-4o-mini-2024-07-18_on_webmall.Webmall_Best_Fit_Specific_Task1_27,True,,,22,10,20,8238eb91-f031-40f3-9e0f-0a1ed45c28d9,(),True,False,19,0.0,0,20,7334,386,405,37,19,1,188,17,222,105,626458,58975,51725,6876,268372,29670,19,1,0.0,0.0,0,0,358368,36324,1424,93,0.0546096,0.0054822,358619,36165,105.8216164112091,17.97657608985901,53.337374687194824,5.165210723876953,True,False,
webmall.Webmall_Best_Fit_Specific_Task10,GenericAgent-gpt-4o-mini-2024-07-18,webmall,7,/mnt/c/Avani/Master_Thesis_Webmall/WebMall/task_result/2025-08-20_13-11-33_genericagent-gpt-4o-mini-2024-07-18-on-webmall-basic-v0-7-ax/2025-08-20_13-11-38_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall.Webmall_Best_Fit_Specific_Task10_24,gpt-4o-mini-2024-07-18,128000,128000,16384,0.1,True,False,True,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,24,50,True,False,False,,,,,GenericAgent-gpt-4o-mini-2024-07-18_on_webmall.Webmall_Best_Fit_Specific_Task10_24,True,,,31,10,20,1e0c02e4-c5fd-4404-8db6-33887e7d90b5,(),True,False,50,0.0,0,51,20300,406,1437,72,50,1,702,18,141,69,2202294,142462,221604,7876,1012305,37580,50,1,0.0,0.0,0,0,1440273,51335,5413,146,0.21928875,0.0077620499999999995,1443271,51368,213.00096440315247,17.603151321411133,201.51247358322144,7.2704102993011475,False,True,
webmall.Webmall_Best_Fit_Specific_Task11,GenericAgent-gpt-4o-mini-2024-07-18,webmall,8,/mnt/c/Avani/Master_Thesis_Webmall/WebMall/task_result/2025-08-20_13-11-33_genericagent-gpt-4o-mini-2024-07-18-on-webmall-basic-v0-7-ax/2025-08-20_13-11-38_GenericAgent-gpt-4o-mini-2024-07-18_on_webmall.Webmall_Best_Fit_Specific_Task11_13,gpt-4o-mini-2024-07-18,128000,128000,16384,0.1,True,False,True,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,13,50,True,False,False,,,,,GenericAgent-gpt-4o-mini-2024-07-18_on_webmall.Webmall_Best_Fit_Specific_Task11_13,True,,,32,10,20,872b5c78-5a83-4050-a19e-8670dce6e8f7,(),True,False,50,0.0,0,51,19650,393,900,36,50,1,401,17,801,94,753000,58943,62643,6874,307501,29669,50,1,0.0,0.0,0,0,545470,36362,4397,101,0.08445869999999998,0.0054927,548771,36210,268.89220356941223,9.816295385360718,156.9926037788391,6.958760976791382,False,True,
