env.task_name,agent.agent_name,env.benchmark,index,exp_dir,agent.chat_model.model_name,agent.chat_model.max_total_tokens,agent.chat_model.max_input_tokens,agent.chat_model.max_new_tokens,agent.chat_model.temperature,agent.chat_model.vision_support,agent.chat_model.log_probs,agent.flags.obs.use_html,agent.flags.obs.use_ax_tree,agent.flags.obs.use_tabs,agent.flags.obs.use_focused_element,agent.flags.obs.use_error_logs,agent.flags.obs.use_history,agent.flags.obs.use_past_error_logs,agent.flags.obs.use_action_history,agent.flags.obs.use_think_history,agent.flags.obs.use_diff,agent.flags.obs.html_type,agent.flags.obs.use_screenshot,agent.flags.obs.use_som,agent.flags.obs.extract_visible_tag,agent.flags.obs.extract_clickable_tag,agent.flags.obs.extract_coords,agent.flags.obs.filter_visible_elements_only,agent.flags.obs.openai_vision_detail,agent.flags.obs.filter_with_bid_only,agent.flags.obs.filter_som_only,agent.flags.action.action_set.subsets,agent.flags.action.action_set.multiaction,agent.flags.action.action_set.strict,agent.flags.action.action_set.retry_with_force,agent.flags.action.action_set.demo_mode,agent.flags.action.long_description,agent.flags.action.individual_examples,agent.flags.action.multi_actions,agent.flags.action.is_strict,agent.flags.use_plan,agent.flags.use_criticise,agent.flags.use_thinking,agent.flags.use_memory,agent.flags.use_concrete_example,agent.flags.use_abstract_example,agent.flags.use_hints,agent.flags.enable_chat,agent.flags.max_prompt_tokens,agent.flags.be_cautious,agent.flags.extra_instructions,agent.flags.add_missparsed_messages,agent.flags.max_trunc_itr,agent.flags.flag_group,agent.max_retry,env.task_seed,env.max_steps,env.headless,env.record_video,env.wait_for_user_message,env.viewport,env.slow_mo,env.storage_state,env.task_kwargs,exp_name,enable_debug,err_msg,stack_trace,order,logging_level,logging_level_stdout,exp_id,depends_on,save_screenshot,save_som,n_steps,cum_reward,cum_raw_reward,stats.cum_steps,stats.cum_n_token_goal,stats.max_n_token_goal,stats.cum_n_token_url,stats.max_n_token_url,stats.cum_n_token_focused_element_bid,stats.max_n_token_focused_element_bid,stats.cum_n_token_last_action,stats.max_n_token_last_action,stats.cum_n_token_last_action_error,stats.max_n_token_last_action_error,stats.cum_n_token_dom_txt,stats.max_n_token_dom_txt,stats.cum_n_token_axtree_txt,stats.max_n_token_axtree_txt,stats.cum_n_token_pruned_html,stats.max_n_token_pruned_html,stats.cum_n_retry_llm,stats.max_n_retry_llm,stats.cum_n_retry,stats.max_n_retry,stats.cum_busted_retry,stats.max_busted_retry,stats.cum_input_tokens,stats.max_input_tokens,stats.cum_output_tokens,stats.max_output_tokens,stats.cum_cost,stats.max_cost,stats.cum_n_token_agent_messages,stats.max_n_token_agent_messages,stats.cum_step_elapsed,stats.max_step_elapsed,stats.cum_agent_elapsed,stats.max_agent_elapsed,terminated,truncated,err_key
webmall.Webmall_Best_Fit_Vague_Task1,GenericAgent-gpt-4.1-2025-04-14,webmall,0,/mnt/c/Avani/Master_Thesis_Webmall/WebMall/task_result/2025-08-30_15-08-49_genericagent-gpt-4-1-2025-04-14-on-webmall-advanced-v0-7-ax/2025-08-30_15-09-02_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Best_Fit_Vague_Task1_22,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,True,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,22,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Best_Fit_Vague_Task1_22,True,,,5,10,20,5032835b-03af-4e6e-9b63-f5c58d9bf8dc,(),True,False,17,0.4,0,18,6528,384,396,74,17,1,355,183,41,41,600920,58942,57227,6870,287893,29667,17,1,0.0,0.0,0,0,381292,36370,1891,279,0.777712,0.0733,381986,36224,146.63652420043945,17.86650562286377,97.21681427955627,11.970208644866943,True,False,
webmall.Webmall_Best_Fit_Vague_Task2,GenericAgent-gpt-4.1-2025-04-14,webmall,1,/mnt/c/Avani/Master_Thesis_Webmall/WebMall/task_result/2025-08-30_15-08-49_genericagent-gpt-4-1-2025-04-14-on-webmall-advanced-v0-7-ax/2025-08-30_15-09-02_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Best_Fit_Vague_Task2_10,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,True,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,10,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Best_Fit_Vague_Task2_10,True,,,6,10,20,91f2cad6-95e1-46c1-b73e-3a29e16d5c9c,(),True,False,17,0.30000000000000004,0,18,6494,382,340,31,17,1,750,582,48,24,649469,61212,66384,6866,334245,32685,17,1,0.0,0.0,0,0,440655,41110,2696,659,0.902878,0.083844,442047,41166,142.0048270225525,13.687654256820679,162.86637234687805,36.26055026054382,True,False,
webmall.Webmall_Best_Fit_Vague_Task3,GenericAgent-gpt-4.1-2025-04-14,webmall,2,/mnt/c/Avani/Master_Thesis_Webmall/WebMall/task_result/2025-08-30_15-08-49_genericagent-gpt-4-1-2025-04-14-on-webmall-advanced-v0-7-ax/2025-08-30_15-09-02_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Best_Fit_Vague_Task3_10,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,True,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,10,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Best_Fit_Vague_Task3_10,True,,,7,10,20,08b19177-a79f-4437-9a16-e068d76d8a4f,(),True,False,41,0.26666666666666666,0,42,15867,387,1222,82,41,1,444,87,91,67,1357380,59513,193201,8812,782749,29662,41,1,0.0,0.0,0,0,1149163,41061,5460,279,2.3420059999999996,0.082954,1151628,41023,326.1333558559418,14.694861888885498,239.55477786064148,11.977639436721802,True,False,
webmall.Webmall_Best_Fit_Vague_Task4,GenericAgent-gpt-4.1-2025-04-14,webmall,3,/mnt/c/Avani/Master_Thesis_Webmall/WebMall/task_result/2025-08-30_15-08-49_genericagent-gpt-4-1-2025-04-14-on-webmall-advanced-v0-7-ax/2025-08-30_15-09-02_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Best_Fit_Vague_Task4_23,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,True,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,23,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Best_Fit_Vague_Task4_23,True,,,8,10,20,c0b9c244-50eb-4351-a968-3481ccadee51,(),True,False,18,0.2888888888888889,0,19,6930,385,445,68,18,1,284,117,137,41,725719,61096,66884,8670,322696,30023,18,1,0.0,0.0,0,0,433448,38068,2659,373,0.8881680000000001,0.077608,434940,38089,152.47591733932495,11.80599570274353,122.59215927124023,10.693543434143066,True,False,
webmall.Webmall_Best_Fit_Vague_Task5,GenericAgent-gpt-4.1-2025-04-14,webmall,4,/mnt/c/Avani/Master_Thesis_Webmall/WebMall/task_result/2025-08-30_15-08-49_genericagent-gpt-4-1-2025-04-14-on-webmall-advanced-v0-7-ax/2025-08-30_15-09-02_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Best_Fit_Vague_Task5_23,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,True,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,23,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Best_Fit_Vague_Task5_23,True,,,9,10,20,69dba29b-3e8f-4806-9ff4-afff4736c7f3,(),True,False,27,0.6000000000000001,0,28,10449,387,602,59,27,1,370,179,211,67,1092418,59624,114817,8567,521469,31186,27,1,0.0,0.0,0,0,716353,39563,3774,529,1.462898,0.080462,719097,39599,238.06820368766785,14.727640628814697,169.4038257598877,13.03735637664795,True,False,
webmall.Webmall_Best_Fit_Vague_Task6,GenericAgent-gpt-4.1-2025-04-14,webmall,5,/mnt/c/Avani/Master_Thesis_Webmall/WebMall/task_result/2025-08-30_15-08-49_genericagent-gpt-4-1-2025-04-14-on-webmall-advanced-v0-7-ax/2025-08-30_15-09-02_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Best_Fit_Vague_Task6_2,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,True,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,2,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Best_Fit_Vague_Task6_2,True,,,10,10,20,0219096c-6191-4366-9ea8-40d385e764e4,(),True,False,17,1.0,0,18,6817,401,416,64,17,1,266,69,0,0,588848,58914,71221,7632,305015,32245,17,1,0.0,0.0,0,0,417429,40968,2326,201,0.853466,0.08324799999999999,418799,40984,74.27416276931763,7.726134300231934,113.62513375282288,19.00861096382141,True,False,
webmall.Webmall_Best_Fit_Vague_Task7,GenericAgent-gpt-4.1-2025-04-14,webmall,6,/mnt/c/Avani/Master_Thesis_Webmall/WebMall/task_result/2025-08-30_15-08-49_genericagent-gpt-4-1-2025-04-14-on-webmall-advanced-v0-7-ax/2025-08-30_15-09-02_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Best_Fit_Vague_Task7_21,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,True,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,21,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Best_Fit_Vague_Task7_21,True,,,11,10,20,7ee5e196-86ea-494c-813f-074087e825d3,(),True,False,20,0.6333333333333333,0,21,8080,404,446,40,20,1,393,225,24,24,789314,61467,73052,6866,382383,29662,20,1,0.0,0.0,0,0,504594,36816,2760,571,1.0312679999999999,0.074232,505629,36677,94.94807767868042,13.680530548095703,101.1643488407135,10.14783239364624,True,False,
webmall.Webmall_Best_Fit_Vague_Task8,GenericAgent-gpt-4.1-2025-04-14,webmall,7,/mnt/c/Avani/Master_Thesis_Webmall/WebMall/task_result/2025-08-30_15-08-49_genericagent-gpt-4-1-2025-04-14-on-webmall-advanced-v0-7-ax/2025-08-30_15-09-02_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Best_Fit_Vague_Task8_1,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,True,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,1,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Best_Fit_Vague_Task8_1,True,,,12,10,20,f0396f2a-e046-45d0-8e40-577f59c42b84,(),True,False,36,0.24000000000000002,0,37,14040,390,1037,67,36,1,595,372,108,67,1422348,65895,147007,6913,727814,30365,36,1,0.0,0.0,0,0,995371,41030,4945,819,2.030302,0.08320999999999999,997669,41100,191.9815912246704,20.8000385761261,212.89770698547363,20.918038368225098,True,False,
webmall.Webmall_Cheapest_Best_Fit_Specific_Task1,GenericAgent-gpt-4.1-2025-04-14,webmall,9,/mnt/c/Avani/Master_Thesis_Webmall/WebMall/task_result/2025-08-30_15-08-49_genericagent-gpt-4-1-2025-04-14-on-webmall-advanced-v0-7-ax/2025-08-30_15-09-02_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Cheapest_Best_Fit_Specific_Task1_23,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,True,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,23,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Cheapest_Best_Fit_Specific_Task1_23,True,,,13,10,20,1268cdb8-35ec-4a18-bfdd-e9b8f2638687,(),True,False,13,0.0,0,14,5252,404,254,31,13,1,193,36,0,0,462605,68101,48293,6866,243920,33058,13,1,0.0,0.0,0,0,320949,41616,1925,274,0.6572979999999999,0.085368,321994,41816,101.07824182510376,23.450397729873657,77.0890941619873,10.399466514587402,True,False,
webmall.Webmall_Cheapest_Best_Fit_Specific_Task10,GenericAgent-gpt-4.1-2025-04-14,webmall,8,/mnt/c/Avani/Master_Thesis_Webmall/WebMall/task_result/2025-08-30_15-08-49_genericagent-gpt-4-1-2025-04-14-on-webmall-advanced-v0-7-ax/2025-08-30_15-09-02_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Cheapest_Best_Fit_Specific_Task10_27,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,True,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,27,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Cheapest_Best_Fit_Specific_Task10_27,True,,,22,10,20,86e29e65-cded-4891-8c24-96153cf09833,(),True,False,17,0.0,0,18,6664,392,340,32,17,1,211,40,24,24,624856,59423,58752,6870,291219,29667,17,1,0.0,0.0,0,0,387824,36582,2040,190,0.791968,0.073748,389223,36456,111.89541935920715,22.964714527130127,89.96756076812744,7.081836700439453,True,False,
