env.task_name,agent.agent_name,env.benchmark,index,exp_dir,agent.chat_model.model_name,agent.chat_model.max_total_tokens,agent.chat_model.max_input_tokens,agent.chat_model.max_new_tokens,agent.chat_model.temperature,agent.chat_model.vision_support,agent.chat_model.log_probs,agent.flags.obs.use_html,agent.flags.obs.use_ax_tree,agent.flags.obs.use_tabs,agent.flags.obs.use_focused_element,agent.flags.obs.use_error_logs,agent.flags.obs.use_history,agent.flags.obs.use_past_error_logs,agent.flags.obs.use_action_history,agent.flags.obs.use_think_history,agent.flags.obs.use_diff,agent.flags.obs.html_type,agent.flags.obs.use_screenshot,agent.flags.obs.use_som,agent.flags.obs.extract_visible_tag,agent.flags.obs.extract_clickable_tag,agent.flags.obs.extract_coords,agent.flags.obs.filter_visible_elements_only,agent.flags.obs.openai_vision_detail,agent.flags.obs.filter_with_bid_only,agent.flags.obs.filter_som_only,agent.flags.action.action_set.subsets,agent.flags.action.action_set.multiaction,agent.flags.action.action_set.strict,agent.flags.action.action_set.retry_with_force,agent.flags.action.action_set.demo_mode,agent.flags.action.long_description,agent.flags.action.individual_examples,agent.flags.action.multi_actions,agent.flags.action.is_strict,agent.flags.use_plan,agent.flags.use_criticise,agent.flags.use_thinking,agent.flags.use_memory,agent.flags.use_concrete_example,agent.flags.use_abstract_example,agent.flags.use_hints,agent.flags.enable_chat,agent.flags.max_prompt_tokens,agent.flags.be_cautious,agent.flags.extra_instructions,agent.flags.add_missparsed_messages,agent.flags.max_trunc_itr,agent.flags.flag_group,agent.max_retry,env.task_seed,env.max_steps,env.headless,env.record_video,env.wait_for_user_message,env.viewport,env.slow_mo,env.storage_state,env.task_kwargs,exp_name,enable_debug,err_msg,stack_trace,order,logging_level,logging_level_stdout,exp_id,depends_on,save_screenshot,save_som,n_steps,cum_reward,cum_raw_reward,stats.cum_steps,stats.cum_n_token_goal,stats.max_n_token_goal,stats.cum_n_token_url,stats.max_n_token_url,stats.cum_n_token_focused_element_bid,stats.max_n_token_focused_element_bid,stats.cum_n_token_last_action,stats.max_n_token_last_action,stats.cum_n_token_last_action_error,stats.max_n_token_last_action_error,stats.cum_n_token_dom_txt,stats.max_n_token_dom_txt,stats.cum_n_token_axtree_txt,stats.max_n_token_axtree_txt,stats.cum_n_token_pruned_html,stats.max_n_token_pruned_html,stats.cum_n_retry_llm,stats.max_n_retry_llm,stats.cum_n_retry,stats.max_n_retry,stats.cum_busted_retry,stats.max_busted_retry,stats.cum_input_tokens,stats.max_input_tokens,stats.cum_output_tokens,stats.max_output_tokens,stats.cum_cost,stats.max_cost,stats.cum_n_token_agent_messages,stats.max_n_token_agent_messages,stats.cum_step_elapsed,stats.max_step_elapsed,stats.cum_agent_elapsed,stats.max_agent_elapsed,terminated,truncated,err_key
webmall.Webmall_Add_To_Cart_Task1,GenericAgent-gpt-4.1-2025-04-14,webmall,32,/mnt/c/Avani/Master_Thesis_Webmall/WebMall/task_result/2025-08-28_10-54-33_genericagent-gpt-4-1-2025-04-14-on-webmall-basic-v0-7-ax/2025-08-28_10-54-38_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Add_To_Cart_Task1_8,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,True,True,True,True,True,True,False,True,True,False,pruned_html,True,True,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,8,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Add_To_Cart_Task1_8,True,,,33,10,20,6b076c0d-30d4-4301-b591-4c626e82c5d3,(),True,False,17,1.0,0,18,6902,406,416,56,17,1,255,74,0,0,705544,141510,54570,6886,278519,29675,17,1,0.0,0.0,0,0,386864,37506,1508,177,0.7857919999999998,0.07556399999999999,368218,36256,143.76663422584534,31.322315216064453,120.23023080825806,14.752339601516724,True,False,
webmall.Webmall_Add_To_Cart_Task2,GenericAgent-gpt-4.1-2025-04-14,webmall,33,/mnt/c/Avani/Master_Thesis_Webmall/WebMall/task_result/2025-08-28_10-54-33_genericagent-gpt-4-1-2025-04-14-on-webmall-basic-v0-7-ax/2025-08-28_10-54-38_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Add_To_Cart_Task2_25,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,True,True,True,True,True,True,False,True,True,False,pruned_html,True,True,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,25,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Add_To_Cart_Task2_25,True,,,34,10,20,ae57b6cb-35e1-4efe-b5ba-e6a0dc9a6c44,(),True,False,17,0.9,0,18,6987,411,443,56,17,1,283,78,24,24,744662,141484,54878,6898,283831,29681,17,1,0.0,0.0,0,0,393745,37573,1753,255,0.801514,0.075666,375523,36319,154.3293514251709,41.36112833023071,122.27121233940125,15.0779128074646,True,False,
webmall.Webmall_Add_To_Cart_Task3,GenericAgent-gpt-4.1-2025-04-14,webmall,34,/mnt/c/Avani/Master_Thesis_Webmall/WebMall/task_result/2025-08-28_10-54-33_genericagent-gpt-4-1-2025-04-14-on-webmall-basic-v0-7-ax/2025-08-28_10-54-38_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Add_To_Cart_Task3_1,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,True,True,True,True,True,True,False,True,True,False,pruned_html,True,True,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,1,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Add_To_Cart_Task3_1,True,,,35,10,20,b095a4ec-b772-4acc-bfb2-5db71598a4f6,(),True,False,17,0.9,0,18,6817,401,434,60,17,1,299,130,65,41,612481,58940,54621,6880,274170,29672,17,1,0.0,0.0,0,0,383279,37607,1781,362,0.780806,0.075758,365039,36357,150.29684805870056,36.87459325790405,117.77693676948547,14.78454875946045,True,False,
webmall.Webmall_Add_To_Cart_Task4,GenericAgent-gpt-4.1-2025-04-14,webmall,35,/mnt/c/Avani/Master_Thesis_Webmall/WebMall/task_result/2025-08-28_10-54-33_genericagent-gpt-4-1-2025-04-14-on-webmall-basic-v0-7-ax/2025-08-28_10-54-38_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Add_To_Cart_Task4_19,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,True,True,True,True,True,True,False,True,True,False,pruned_html,True,True,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,19,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Add_To_Cart_Task4_19,True,,,36,10,20,267db434-2b58-4bf7-b571-7169f5cf06e2,(),True,False,17,1.0,0,18,6936,408,545,72,17,1,259,70,48,24,661975,64837,54760,6890,283226,29677,17,1,0.0,0.0,0,0,393099,37652,1701,248,0.799806,0.07593599999999999,374950,36414,154.87908720970154,40.95000958442688,119.32843565940857,12.845575332641602,True,False,
webmall.Webmall_Add_To_Cart_Task5,GenericAgent-gpt-4.1-2025-04-14,webmall,36,/mnt/c/Avani/Master_Thesis_Webmall/WebMall/task_result/2025-08-28_10-54-33_genericagent-gpt-4-1-2025-04-14-on-webmall-basic-v0-7-ax/2025-08-28_10-54-38_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Add_To_Cart_Task5_27,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,True,True,True,True,True,True,False,True,True,False,pruned_html,True,True,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,27,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Add_To_Cart_Task5_27,True,,,37,10,20,6c9ce947-0280-4848-a742-4a4130c39be9,(),True,False,17,1.0,0,18,6868,404,472,58,17,1,303,126,24,24,628296,58955,55258,6884,283990,29674,17,1,0.0,0.0,0,0,393950,37647,1649,209,0.801092,0.075878,376000,36416,146.98993229866028,31.61376976966858,126.54028820991516,24.763710737228394,True,False,
webmall.Webmall_Add_To_Cart_Task6,GenericAgent-gpt-4.1-2025-04-14,webmall,37,/mnt/c/Avani/Master_Thesis_Webmall/WebMall/task_result/2025-08-28_10-54-33_genericagent-gpt-4-1-2025-04-14-on-webmall-basic-v0-7-ax/2025-08-28_10-54-38_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Add_To_Cart_Task6_6,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,True,True,True,True,True,True,False,True,True,False,pruned_html,True,True,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,6,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Add_To_Cart_Task6_6,True,,,38,10,20,0e3a9dd8-c703-4189-b2e8-6e850cfbed3a,(),True,False,17,1.0,0,18,7004,412,450,57,17,1,223,70,65,41,629776,58928,56037,6872,285344,29668,17,1,0.0,0.0,0,0,397194,37660,1823,242,0.808972,0.076016,379528,36448,145.03586864471436,36.0132212638855,128.88619470596313,14.555764198303223,True,False,
webmall.Webmall_Add_To_Cart_Task7,GenericAgent-gpt-4.1-2025-04-14,webmall,38,/mnt/c/Avani/Master_Thesis_Webmall/WebMall/task_result/2025-08-28_10-54-33_genericagent-gpt-4-1-2025-04-14-on-webmall-basic-v0-7-ax/2025-08-28_10-54-38_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Add_To_Cart_Task7_7,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,True,True,True,True,True,True,False,True,True,False,pruned_html,True,True,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,7,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Add_To_Cart_Task7_7,True,,,39,10,20,a2369414-5fe3-4fd4-9724-f2a927b4c356,(),True,False,20,0.8,0,21,8040,402,384,37,20,1,181,17,41,41,617928,58924,49091,6878,258076,29671,20,1,0.0,0.0,0,0,373953,37819,1666,142,0.7612340000000001,0.076198,352524,36573,178.9357762336731,46.85781288146973,101.68333601951599,8.297208786010742,True,False,
webmall.Webmall_Best_Fit_Specific_Task1,GenericAgent-gpt-4.1-2025-04-14,webmall,1,/mnt/c/Avani/Master_Thesis_Webmall/WebMall/task_result/2025-08-28_10-54-33_genericagent-gpt-4-1-2025-04-14-on-webmall-basic-v0-7-ax/2025-08-28_10-54-37_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Best_Fit_Specific_Task1_27,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,True,True,True,True,True,True,False,True,True,False,pruned_html,True,True,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,27,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Best_Fit_Specific_Task1_27,True,,,22,10,20,3bf44db3-1120-4df6-b27b-b41fb702537f,(),True,False,15,0.4,0,16,5790,386,323,62,15,1,237,96,24,24,539241,58948,47518,6870,248389,29667,15,1,0.0,0.0,0,0,341666,37460,1420,270,0.6946919999999999,0.075416,325386,36202,87.12446403503418,29.105435848236084,113.63776302337646,16.5270836353302,True,False,
webmall.Webmall_Best_Fit_Specific_Task10,GenericAgent-gpt-4.1-2025-04-14,webmall,0,/mnt/c/Avani/Master_Thesis_Webmall/WebMall/task_result/2025-08-28_10-54-33_genericagent-gpt-4-1-2025-04-14-on-webmall-basic-v0-7-ax/2025-08-28_10-54-37_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Best_Fit_Specific_Task10_24,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,True,True,True,True,True,True,False,True,True,False,pruned_html,True,True,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,24,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Best_Fit_Specific_Task10_24,True,,,31,10,20,f4cfdafa-1a4b-4d0d-bbae-15edb82419fc,(),True,False,22,0.8,0,23,8932,406,471,30,22,1,460,140,144,24,954065,75578,91754,7926,457151,40203,22,1,0.0,0.0,0,0,631456,52468,3213,390,1.288616,0.107458,609266,51409,232.84689950942993,36.16467618942261,211.16510462760925,21.34812307357788,True,False,
webmall.Webmall_Best_Fit_Specific_Task11,GenericAgent-gpt-4.1-2025-04-14,webmall,39,/mnt/c/Avani/Master_Thesis_Webmall/WebMall/task_result/2025-08-28_10-54-33_genericagent-gpt-4-1-2025-04-14-on-webmall-basic-v0-7-ax/2025-08-28_10-54-38_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Best_Fit_Specific_Task11_13,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,True,True,True,True,True,True,False,True,True,False,pruned_html,True,True,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,13,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Best_Fit_Specific_Task11_13,True,,,32,10,20,29e09226-3c38-4e52-b60f-ce5f90717e07,(),True,False,30,0.0,0,31,11790,393,1061,61,30,1,292,84,89,41,1147556,73762,130320,7682,606207,38695,30,1,0.0,0.0,0,0,860775,51417,3622,332,1.750526,0.103922,828768,50332,246.26949882507324,31.45487093925476,274.3544566631317,22.591728925704956,True,False,
